seqnum,url_chunk,duration,bitrate_string,url_chunk_string,download_addr,gear_name_string,quality_type_string,request_time_start,request_time_stop,response_time_start,response_time_stop
0,oEhlRlCM5fgEEC3GDAIjJ0mf4vigyFQDgVSBqQ,7,1383736&1191242&869491&771921&665927&583974,oEhlRlCM5fgEEC3GDAIjJ0mf4vigyFQDgVSBqQ&oEQBCV4fflTlFDA0QmrqRCJDgENES3ggMv5QIM&o4JeBP6uCitpEkCkGMywiAQlI6IUAYq1jBu4Xl&o8yEVfF5JQD740WAmqvgfgEMllIhR6vDS3hQCB&ocPywqITC9BeXlkigCiJuIYkB13QEwA6UkJpGA&oobBJhBmipkueCl5rIX1AAqCG6XIEpIPwyUQri,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/oEhlRlCM5fgEEC3GDAIjJ0mf4vigyFQDgVSBqQ/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2702&bt=1351&cs=0&ds=6&ft=4KJMyMzm8Zmo0tZa1-4jVlebdpWrKsd.&mime_type=video_mp4&qs=0&rc=Zmc2Ozk6ZWc5N2VkNmVkNkBpajd4N3Q5cmhqcTMzZzczNEAtMTA1XjY1XzIxXmA2Ml4xYSNuaS8wMmQ0Z2ZgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1712078530&l=20240331172202A591F659BDB38655B0E7&ply_type=2&policy=2&signature=41f61452c7b9dc89a8a2de03cd460824&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711905722.569996,1711905722.570286,1711905723.5841799,1711905723.603533
1,oEy1C2IJELpCAHLCIqCtEAApQIi1jofpuwoBNi,31,933618&587553&399648&347055&274058&260446,oUXOlQDVQFAbIlBrEgEQ5KEGBsSpfRQtlTMegQ&oEy1C2IJELpCAHLCIqCtEAApQIi1jofpuwoBNi&o4SlBt1CEVBFOqKACgJQrEXeRbTQDBgsEfRIQQ&o0ySoytLqAIIpAiI2AHEp1iQB1Cow7fK3NJBiC&oQy162IKEApCAHLCIqBtlAA9QIiJ1ofpYwoBNi&ooLpInAyAwREruICai91fPIAtqAB1i2NpoHJoC,https://v16-webapp-prime.us.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/oEy1C2IJELpCAHLCIqCtEAApQIi1jofpuwoBNi/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1146&bt=573&cs=0&ds=6&ft=4KJMyMzm8Zmo0tZa1-4jVlebdpWrKsd.&mime_type=video_mp4&qs=0&rc=aDxlOGY1ZWlnNDw2ZWY6aEBpMzszdHA5cm9scDMzODczNEBfNl9hXy4yNS0xNmE0LjUuYSMuYmEyMmRjYWpgLS1kMS1zcw%3D%3D&btag=e00088000&expire=1712078554&l=20240331172202A591F659BDB38655B0E7&ply_type=2&policy=2&signature=f8a4b0b8e3c74d0a477cc18fe3063753&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,2&20&14&24&28&25, 1711905722.569996,1711905722.570286,1711905723.5841799,1711905723.603533
2,oAi15eA68AIqbovDQMjLerC2FQHkWI5ZfiBERl,13,1620510&1173055&899731&717502&571834&414981,oA1ZI2Wyoek5Ye41HQMAEo6ljfLAFCLICiQi8M&oAi15eA68AIqbovDQMjLerC2FQHkWI5ZfiBERl&o8SQeH8QFA6yL52kfECojZAzBeIBWiIdMlXiF1&osIic5QAk7AWsQiFfjj9l68eUoMHHCCIZgvLf1&o0M1qkf5ICZ6iQQGr8jFImlHmoCsiA9edfAqWL&oQII1WLfiCweHiMjE8mn7kKAQPFe26l5Z3oAjr,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c004-tx/oAi15eA68AIqbovDQMjLerC2FQHkWI5ZfiBERl/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2290&bt=1145&cs=0&ds=6&ft=4KJMyMzm8Zmo0tZa1-4jVlebdpWrKsd.&mime_type=video_mp4&qs=0&rc=NThoaDc2aWg2NzNkMzw6NUBpM3g3eW45cjprcTMzZzczNEAuY2EzMV42XzAxLWAuYDQ1YSNvbW5rMmQ0Xm5gLS1kMS9zcw%3D%3D&btag=e00088000&expire=1712078536&l=20240331172202A591F659BDB38655B0E7&ply_type=2&policy=2&signature=ace676222b629e22813a2b3e70d35420&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711905722.569996,1711905722.570286,1711905723.5841799,1711905723.603533
3,o0eBEDAFgIA16RQgKSErNmEpv8mWDfcBSaXlgu,6,1254701&1081534&714811&646448&545744&543446,o0eBEDAFgIA16RQgKSErNmEpv8mWDfcBSaXlgu&ocKlLdm99Af1bRS0gQF4rmSDWfgbAhpEDEBGuI&oAlGIuNEADENgghP8m6BfFa1mDSFWEgKRpreoJ&ogirSIWEDeVmpBmNgEfcAwI8gFKgWlDE718R5u&o4Lcke6VtC3gTALjqHAQBxecOXI6AneqrMZGIw&oYIRmSlApkPKKW4uDDQAbrFe5DOB9gf1EmEaga,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/o0eBEDAFgIA16RQgKSErNmEpv8mWDfcBSaXlgu/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2450&bt=1225&cs=0&ds=6&ft=4KJMyMzm8Zmo0tZa1-4jVlebdpWrKsd.&mime_type=video_mp4&qs=0&rc=NTs4ZWlpOjplOTRkZjRnNUBpM2d0bnQ5cjg8cDMzZzczNEBfNWFfLi41NTQxY2NeMC9fYSNyLTBmMmRrZ2tgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1712078529&l=20240331172202A591F659BDB38655B0E7&ply_type=2&policy=2&signature=e090636efa33b9a22c95cb91f21c5d0c&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&lower_540_0&adapt_lower_720_1&adapt_540_1&lowest_540_0,20&2&24&14&28&25, 1711905722.569996,1711905722.570286,1711905723.5841799,1711905723.603533
4,os6RDEg1ImlQXWE7EBucXSFCBre6LDfi2nAj9r,16,1218321&1129320&764618&722829&607692&558459,os6RDEg1ImlQXWE7EBucXSFCBre6LDfi2nAj9r&o0rA8BEip8DERVgX9miXFvuDf2SgelIEY1QrBw&oUF9fDElrA7XDXrgE2Bi9RXBSUcfIo1EEm8gQD&ow21du9EirIXrB7lAmQERLBFafGr1bESDDeBgX&oIflPXRlEuDr1c9E0XF9rQceD8CBIgB2iXgSmA&oc9m2AfBSrEQeLR6Erg1IXFEBaBXHlu7DSDiBQ,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/os6RDEg1ImlQXWE7EBucXSFCBre6LDfi2nAj9r/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2378&bt=1189&cs=0&ds=6&ft=4KJMyMzm8Zmo0tZa1-4jVlebdpWrKsd.&mime_type=video_mp4&qs=0&rc=O2c8PDo5ZDZkZzc5PDw6O0BpM2VkanU5cnQ1cDMzZzczNEA0NF42My02Nl4xLS4vMWAyYSNzazQ2MmRzcmtgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1712078539&l=20240331172202A591F659BDB38655B0E7&ply_type=2&policy=2&signature=67de768c1f840be5a445ae721b1be32c&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711905722.569996,1711905722.570286,1711905723.5841799,1711905723.603533
5,ogRBtFDxgdhfrn7x2lMVAqSsNfQEICR5DLuHEg,14,883590&466178&409557&349351&317981,ogRBtFDxgdhfrn7x2lMVAqSsNfQEICR5DLuHEg&oIOeeAG2UdfHtLjyLiPDbykIAgQZC7lQdGPXIi&owDddEnWtId7hFeEHS6fH5i9QRKqBRgxZlQLAD&oct7DfnhEELSI2uHxSlgFBdsQYRLA7RqfDs55i&oUKKedrLxheCpyesAIZEQfMPeKxPv1cAARAviZ,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c004-tx/ogRBtFDxgdhfrn7x2lMVAqSsNfQEICR5DLuHEg/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1724&bt=862&cs=0&ds=6&ft=4KJMyMzm8Zmo0tZa1-4jVlebdpWrKsd.&mime_type=video_mp4&qs=0&rc=OGg3Z2RoZmQ2OzRkaTs2ZkBpajZsZW05cnJlcTMzZzczNEBfMTYtLmMxNi4xMjEvLjFeYSNuZWtwMmRjampgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1712078537&l=20240331172202A591F659BDB38655B0E7&ply_type=2&policy=2&signature=d68351a517807298f35dc049b218c525&tk=tt_chain_token,normal_540_0&lower_540_0&adapt_lower_720_1&lowest_540_0&adapt_540_1,20&24&14&25&28, 1711905722.569996,1711905722.570286,1711905723.5841799,1711905723.603533
6,o0IWEQBGIO76AFByliDjPboo904CfiHwp4xuAX,65,907912&808591&506729&455714&374409&327414,o0IWEQBGIO76AFByliDjPboo904CfiHwp4xuAX&oo9I46ib7Gl50WpACo0fPdwIBPAKiBQb4AUyxE&oo9I46ib7DlOyWp4Co0fOhwIBPAqiBQb4A9yxE&osxwobOfAl0Cx4pyIE9AB47VtiEBIQiWj7D6PB&oEhRAorgWvsdHzL0jLH5IXILsGiveeAvjACTek&o4PfjbtvxyobIwiyO74ilCABAiC96EIW04pAQB,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/o0IWEQBGIO76AFByliDjPboo904CfiHwp4xuAX/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1772&bt=886&cs=0&ds=6&ft=4KJMyMzm8Zmo0AZa1-4jVe-sdpWrKsd.&mime_type=video_mp4&qs=0&rc=ZztnOzxnaDQ1O2c5ZzgzPEBpanVpdHI5cnk2cTMzZzczNEAuLzFhMS42XmMxYl9jYS80YSNyZDRmMmQ0aF9gLS1kMS9zcw%3D%3D&btag=e00090000&expire=1712078591&l=20240331172205A591F659BDB38655B11E&ply_type=2&policy=2&signature=522e8aeb29eaf657d249d86e8c75013c&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711905724.939671,1711905724.940759,1711905726.172555,1711905726.1730602
7,oweGQRlKejZTNLWeWUFVIxF1AgLZOWAaf1GI5I,32,2136231&1516142&1173205&1003461&786599&571183,ocKQAJWWOGsfFI19ueLVAlIIGAjegTZeRQFWva&oweGQRlKejZTNLWeWUFVIxF1AgLZOWAaf1GI5I&oIeGjfI9FJKm3eIoRWlZ1OAQGeAxLOgW1FMWaI&osJteAGfer1OTLGFWKWZlgIRAQG9FWfIH3jaI1&okW9Q9WRAGIu1AKGeqzFeLyjlOIeZIWKGafFug&oQgWOFeGIgjXG1WRK1y8tfWaeFaAvIleLAIZRA,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/oweGQRlKejZTNLWeWUFVIxF1AgLZOWAaf1GI5I/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2960&bt=1480&cs=0&ds=6&ft=4KJMyMzm8Zmo0AZa1-4jVe-sdpWrKsd.&mime_type=video_mp4&qs=0&rc=Njc2OjY5ZjQ6Zjg1aDVnZkBpam84PHI5cmVncDMzZzczNEAzYDQwMzNgNmAxNGJiMV9jYSNrbmBtMmQ0NnNgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1712078558&l=20240331172205A591F659BDB38655B11E&ply_type=2&policy=2&signature=ef9c3b8a56eed692d7f34b4e34fa9f86&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711905724.939671,1711905724.940759,1711905726.172555,1711905726.1730602
8,ogrlQyovAm6GAgOgWxQq09XLRfQfUf8fFh1oMa,6,1167663&984308&657332&570031&538504&405041,ogrlQyovAm6GAgOgWxQq09XLRfQfUf8fFh1oMa&ogqCDlghAAAaXff4ofvRf91fRNNdUEBlYVfZa1&ocVfBfDf0v1ilEf8AagY1F4RgquHANdoARfXfZ&oghfrymQC0GOaQ7g4FXWAfaMAoUqQQgg8fvRf6&o4oEfBfQfRxfdggaVfv4AVAaDfrPNRAlZmY1EX&oQ8WHfGKRxMvOfQQ6fXmrgxgQop0QAF6fhSUyA,https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-ve-0068c002-tx2/ogrlQyovAm6GAgOgWxQq09XLRfQfUf8fFh1oMa/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2280&bt=1140&cs=0&ds=6&ft=4KJMyMzm8Zmo0AZa1-4jVe-sdpWrKsd.&mime_type=video_mp4&qs=0&rc=PGc5Zzc8aDY2ODk4aTw1N0BpM3I6OHk5cm95cDMzaTczNEAwLmIxNS4tNWIxLzM2Xy9iYSNhY2hfMmRjbWtgLS1kMTJzcw%3D%3D&btag=e00088000&expire=1712078532&l=20240331172205A591F659BDB38655B11E&ply_type=2&policy=2&signature=3601ce7609be54e87b0cbc8b58aaad20&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711905724.939671,1711905724.940759,1711905726.172555,1711905726.1730602
9,o4BfZF6GA7hjUD2GEVzHemFfq2EIXLDkAQCuIB,17,778613&535199&521749&452100&308634&240397,okDunkyeEChXfIErGfj0Io2Hr67VZAGBQmABFL&o4IfY9QAkUALqIZ0ebjMtXeDO6GnHCCICgBLMu&o4BfZF6GA7hjUD2GEVzHemFfq2EIXLDkAQCuIB&oke6gkUY9MAFoHLOlZXaHjLeVIEAZCIXQe8SdQ&oMVj2XEGfTmxWuk7IB6ezhAIDfAWFHKGhCULZE&og2CQqLwFDk9QMedHQGAI6XtjMLAnCtIDZIfes,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/o4BfZF6GA7hjUD2GEVzHemFfq2EIXLDkAQCuIB/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1018&bt=509&cs=0&ds=6&ft=4KJMyMzm8Zmo0GTa1-4jVS.WdpWrKsd.&mime_type=video_mp4&qs=0&rc=NTYzNTg5aWZpZztmZjU4OkBpajl4anU5cnFmcDMzZzczNEAxMTZeMzZeXmIxMzQxYTYwYSNeLzQ2MmRrcmtgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1712078564&l=20240331172226B57C3D3D82F11456D6B5&ply_type=2&policy=2&signature=006f88861614ebfbff9abb627416cff4&tk=tt_chain_token,adapt_lowest_1080_1&adapt_lower_720_1&normal_540_0&adapt_540_1&lower_540_0&lowest_540_0,2&14&20&28&24&25, 1711905746.715039,1711905746.716607,1711905747.593236,1711905747.594579
