video/mp4,bytesbytes 0-197970/197971,1711919627.1587148,1711919627.15903,1711919627.182095,1711919627.267508,dump,obj,/obj/tiktok-web-tx/tiktok/webapp/main/webapp-desktop/playback1.mp4
video/mp4,bytesbytes 0-12693942/12693943,1711919627.722154,1711919627.722435,1711919627.766312,1711919634.623956,dump,video,/video/tos/useast5/tos-useast5-pve-0068-tx/ocEDl6QfQy17EBuPhs5Dd0GAEzS5rtMIIgfFRw/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3278&bt=1639&cs=0&ds=6&ft=4KJMyMzm8Zmo0IXQ1-4jVU~.dpWrKsd.&mime_type=video_mp4&qs=0&rc=O2hmNWVoNjw2OjtpOzU1ZkBpM2dlbHk5cnd1cTMzZzczNEAuYTAzNTUvXjIxLl82MDMtYSNrNjM0MmRjcGlgLS1kMS9zcw%3D%3D&btag=e00090000&expire=1712090417&l=20240331203917D59ED88871923B5D3AA5&ply_type=2&policy=2&signature=22c24d7a0a8af2135fd8f5f73a0c938f&tk=tt_chain_token
video/mp4,bytesbytes 0-11935945/11935946,1711919640.011703,1711919640.012204,1711919640.0496309,1711919646.89638,dump,video,/video/tos/useast5/tos-useast5-ve-0068c003-tx/oUIIkFLPbCLLH5D4EfKaYkQAEh4IzyfPGjfAjM/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2840&bt=1420&cs=0&ds=6&ft=4KJMyMzm8Zmo0IXQ1-4jVU~.dpWrKsd.&mime_type=video_mp4&qs=0&rc=OGhnZzozZGRkPDM3NzpnO0BpamU3bHk5cm1ncTMzZzczNEAuY19eXjAxNTQxXmAyMzJiYSNtYDQ0MmRzc2ZgLS1kMS9zcw%3D%3D&btag=e00090000&expire=1712090422&l=20240331203917D59ED88871923B5D3AA5&ply_type=2&policy=2&signature=38ce00c481d592a94edfafb7aca893ed&tk=tt_chain_token
video/mp4,bytesbytes 0-9812991/9812992,1711919664.126334,1711919664.126903,1711919664.3141508,1711919669.261162,dump,video,/video/tos/useast5/tos-useast5-pve-0068-tx/o47jDHfDSQqNRllEb1Yyf9vN0BMAJEPtFgSrIg/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2010&bt=1005&cs=0&ds=6&ft=4KJMyMzm8Zmo0Ei01-4jVGtzdpWrKsd.&mime_type=video_mp4&qs=0&rc=Zzw4NTdlM2c0PDw1Njs6NkBpanFpdm85cnRncTMzZzczNEBiMzFfNjFhXjIxYjEwY14yYSNwMmAzMmRzNG5gLS1kMS9zcw%3D%3D&btag=e00090000&expire=1712092504&l=20240331211347971A573014D9235E9CB0&ply_type=2&policy=2&signature=c39e24056f6e991a6c89a3b84a9b4936&tk=tt_chain_token
video/mp4,bytesbytes 0-5022921/5022922,1711919676.056823,1711919676.05713,1711919676.1303701,1711919678.6537962,dump,video,/video/tos/useast5/tos-useast5-ve-0068c004-tx/oUQtIgDlRfZ9ADDlMFP3fLNuAnzEPEJgSWvBBH/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=5960&bt=2980&cs=0&ds=6&ft=4KJMyMzm8Zmo0Ei01-4jVGtzdpWrKsd.&mime_type=video_mp4&qs=0&rc=ZDw6ODVoNjQ3PDs7aWhoNUBpMzhsOHM5cm1pcTMzZzczNEAxLV5hMV4xXzUxYzRjNTI2YSNkam1nMmRzZ29gLS1kMS9zcw%3D%3D&btag=e00088000&expire=1712092441&l=20240331211347971A573014D9235E9CB0&ply_type=2&policy=2&signature=52c4c225bedb80cd1fead6dd274798f9&tk=tt_chain_token
video/mp4,bytesbytes 0-1023999/26866064,1711919685.697351,1711919685.699146,1711919685.810297,1711919686.428084,dump,video,/video/tos/useast5/tos-useast5-pve-0068-tx/o8g3PGVQ6zLXH5beIAvFekLfdmjkhAjEIICCgK/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2564&bt=1282&cs=0&ds=6&ft=4KJMyMzm8Zmo0Ei01-4jVGtzdpWrKsd.&mime_type=video_mp4&qs=0&rc=ODc0ZGY4ZDMzZzk5NTs4NUBpamo4eXU5cmVlcTMzZzczNEAtMTViLTIzNS0xYl8vYTE0YSNiMWxyMmRjaS5gLS1kMS9zcw%3D%3D&btag=e00090000&expire=1712092591&l=20240331211347971A573014D9235E9CB0&ply_type=2&policy=2&signature=58f1c2c4e02b54db974219c3443a4b7f&tk=tt_chain_token&__vid=TT-vCache-7332629457842277675
video/mp4,bytesbytes 0-1023999/17599183,1711919688.858929,1711919688.859633,1711919688.972924,1711919689.884852,dump,video,/video/tos/useast5/tos-useast5-ve-0068c002-tx/ocDeBeqmGHrLLI9IPBI2OugMYCkRJYvADejQlA/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2086&bt=1043&cs=0&ds=6&ft=4KJMyMzm8Zmo0Ei01-4jVGtzdpWrKsd.&mime_type=video_mp4&qs=0&rc=NTg5Ozs0NGY8PDk3NzY0OUBpM3R3OWo5cjw6cDMzZzczNEAxYjYuXjAvX2IxNV4vMjY2YSNna2FtMmRzNmxgLS1kMS9zcw%3D%3D&btag=e00090000&expire=1712092559&l=20240331211347971A573014D9235E9CB0&ply_type=2&policy=2&signature=1071fbd37cc1c28ed676c6bc37f37be2&tk=tt_chain_token&__vid=TT-vCache-7327486251425090862
video/mp4,bytesbytes 1024000-4013794/26866064,1711919688.0861309,1711919688.086519,1711919688.1090329,1711919689.8989382,dump,video,/video/tos/useast5/tos-useast5-pve-0068-tx/o8g3PGVQ6zLXH5beIAvFekLfdmjkhAjEIICCgK/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2564&bt=1282&cs=0&ds=6&ft=4KJMyMzm8Zmo0Ei01-4jVGtzdpWrKsd.&mime_type=video_mp4&qs=0&rc=ODc0ZGY4ZDMzZzk5NTs4NUBpamo4eXU5cmVlcTMzZzczNEAtMTViLTIzNS0xYl8vYTE0YSNiMWxyMmRjaS5gLS1kMS9zcw%3D%3D&btag=e00090000&expire=1712092591&l=20240331211347971A573014D9235E9CB0&ply_type=2&policy=2&signature=58f1c2c4e02b54db974219c3443a4b7f&tk=tt_chain_token&__vid=TT-vCache-7332629457842277675
video/mp4,bytesbytes 1024000-2462094/17599183,1711919689.9110641,1711919689.912267,1711919689.9921632,1711919691.301246,dump,video,/video/tos/useast5/tos-useast5-ve-0068c002-tx/ocDeBeqmGHrLLI9IPBI2OugMYCkRJYvADejQlA/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2086&bt=1043&cs=0&ds=6&ft=4KJMyMzm8Zmo0Ei01-4jVGtzdpWrKsd.&mime_type=video_mp4&qs=0&rc=NTg5Ozs0NGY8PDk3NzY0OUBpM3R3OWo5cjw6cDMzZzczNEAxYjYuXjAvX2IxNV4vMjY2YSNna2FtMmRzNmxgLS1kMS9zcw%3D%3D&btag=e00090000&expire=1712092559&l=20240331211347971A573014D9235E9CB0&ply_type=2&policy=2&signature=1071fbd37cc1c28ed676c6bc37f37be2&tk=tt_chain_token&__vid=TT-vCache-7327486251425090862
video/mp4,bytesbytes 4013795-6050907/26866064,1711919689.925917,1711919689.9270751,1711919690.011019,1711919691.649815,dump,video,/video/tos/useast5/tos-useast5-pve-0068-tx/o8g3PGVQ6zLXH5beIAvFekLfdmjkhAjEIICCgK/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2564&bt=1282&cs=0&ds=6&ft=4KJMyMzm8Zmo0Ei01-4jVGtzdpWrKsd.&mime_type=video_mp4&qs=0&rc=ODc0ZGY4ZDMzZzk5NTs4NUBpamo4eXU5cmVlcTMzZzczNEAtMTViLTIzNS0xYl8vYTE0YSNiMWxyMmRjaS5gLS1kMS9zcw%3D%3D&btag=e00090000&expire=1712092591&l=20240331211347971A573014D9235E9CB0&ply_type=2&policy=2&signature=58f1c2c4e02b54db974219c3443a4b7f&tk=tt_chain_token&__vid=TT-vCache-7332629457842277675
video/mp4,bytesbytes 0-614399/2104129,1711919691.6967092,1711919691.69764,1711919691.775294,1711919692.166434,dump,video,/video/tos/useast5/tos-useast5-ve-0068c002-tx/oYQ4JHyfRlE3bSDBBeDUcHFCAj71gAtIcYICEE/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2952&bt=1476&cs=0&ds=6&ft=4KJMyMzm8Zmo0Ei01-4jVGtzdpWrKsd.&mime_type=video_mp4&qs=0&rc=Omg0NDkzaDNlO2lkNzw5aUBpM3JzNHA5cms1cTMzZzczNEBhLTNfMjFgXzQxYjBeLjRgYSNtbTRrMmRzMF5gLS1kMS9zcw%3D%3D&btag=e00088000&expire=1712092439&l=20240331211347971A573014D9235E9CB0&ply_type=2&policy=2&signature=eedb1ed43881ffdce0edfc6703691636&tk=tt_chain_token&__vid=TT-vCache-7337527188943588654
