seqnum, uri, duration, bitrate_string, uri_hash_string, download_addr, gear_name_string, quality_type_string, request_time_start, request_time_start, request_time_stop, request_time_stop
10,v15044gf0000cnrg937og65l9ue0csd0,64,1341673&1114014&747126&719970&584576&529596,v15044gf0000cnrg937og65l9ue0csd0&v15044gf0000cnrg937og65l9ue0csd0&v15044gf0000cnrg937og65l9ue0csd0&v15044gf0000cnrg937og65l9ue0csd0&v15044gf0000cnrg937og65l9ue0csd0&v15044gf0000cnrg937og65l9ue0csd0,https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-pve-0068-tx2/oYMIA89QngvCEel0zFwMEXEUuDqrfQA4RgBSXV/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2620&bt=1310&cs=0&ds=6&ft=4KJMyMzm8Zmo0QGCF-4jVmubdpWrKsd.&mime_type=video_mp4&qs=0&rc=NmhkODQ3PDppODM3ZTNnZEBpM3YzeG85cjZqcTMzaTczNEBeYjU0XjFjNWIxMzMyMi9iYSNhYGI2MmQ0Nm9gLS1kMTJzcw%3D%3D&btag=e00090000&expire=1711751721&l=20240327223415F4E4BAC43D86EE045DD7&ply_type=2&policy=2&signature=6011ebe37c2ccee336a8eb4f21e76441&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711578855.827101, 1711578855.827723, 1711578857.758574, 1711578857.759936
11,v12044gd0000cnbrf0nog65r8pjfs44g,71,552687&414828&365964&330705&190476&144804,v12044gd0000cnbrf0nog65r8pjfs44g&v12044gd0000cnbrf0nog65r8pjfs44g&v12044gd0000cnbrf0nog65r8pjfs44g&v12044gd0000cnbrf0nog65r8pjfs44g&v12044gd0000cnbrf0nog65r8pjfs44g&v12044gd0000cnbrf0nog65r8pjfs44g,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c001-tx/o4kDSGoQEfCgI9FALJIA3t2fje2jCCIrXQH4M8/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=714&bt=357&cs=0&ds=6&ft=4KJMyMzm8Zmo0QGCF-4jVmubdpWrKsd.&mime_type=video_mp4&qs=0&rc=PDs1aTs3ZTg6aWkzNDZpM0Bpajdpc3U5cjN1cTMzZzczNEAuMGMwLzYwXi0xMjYwYTVjYSMxcGc1MmRrY19gLS1kMS9zcw%3D%3D&btag=e00090000&expire=1711751728&l=20240327223415F4E4BAC43D86EE045DD7&ply_type=2&policy=2&signature=6f413eea42c73cf447f945f7bee31420&tk=tt_chain_token,adapt_lowest_1080_1&adapt_lower_720_1&normal_540_0&adapt_540_1&lower_540_0&lowest_540_0,2&14&20&28&24&25, 1711578855.827101, 1711578855.827723, 1711578857.758574, 1711578857.759936
12,v12044gd0000cmpeu3fog65uqgih7430,8,1008768&612276&513983&391711&371213&361277,v12044gd0000cmpeu3fog65uqgih7430&v12044gd0000cmpeu3fog65uqgih7430&v12044gd0000cmpeu3fog65uqgih7430&v12044gd0000cmpeu3fog65uqgih7430&v12044gd0000cmpeu3fog65uqgih7430&v12044gd0000cmpeu3fog65uqgih7430,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c001-tx/o4OsSINEDUh8uB7kgEf3ArQDTF1CBlDE9eGRuy/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1970&bt=985&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=NTo2NWg5NDhlNTlmZ2dpNEBpMzdrang5cjZocDMzZzczNEBiYDBhYWEyNTUxYTJeMjQzYSMwNGZuMmRjcm1gLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751714&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=a672a6c6f3b56492a1cd65b678e36915&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&lower_540_0&adapt_lower_720_1&adapt_540_1&lowest_540_0,20&2&24&14&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
13,v12044gd0000cnkbbfvog65q346jo4e0,16,1908925&1689916&965781&853844&846483&670897,v12044gd0000cnkbbfvog65q346jo4e0&v12044gd0000cnkbbfvog65q346jo4e0&v12044gd0000cnkbbfvog65q346jo4e0&v12044gd0000cnkbbfvog65q346jo4e0&v12044gd0000cnkbbfvog65q346jo4e0&v12044gd0000cnkbbfvog65q346jo4e0,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c001-tx/ogHZgfIhDHfLFUpIfoEtW1Qc0CkIM44A02jAtA/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3728&bt=1864&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=OWk1PGZlZjY5NzxmaTZoNkBpMzdtN3Q5cmllcTMzZzczNEBfYi9fNl9iXjAxMjYwMTAvYSNibDMwMmRzX2hgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751722&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=0d9776e1114ae0740459f88f0ae1edca&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&lower_540_0&adapt_540_1&adapt_lower_720_1&lowest_540_0,20&2&24&28&14&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
14,v12044gd0000cn79oqnog65sqadj2s90,13,1937961&1691181&1079141&892913&881187&625272,v12044gd0000cn79oqnog65sqadj2s90&v12044gd0000cn79oqnog65sqadj2s90&v12044gd0000cn79oqnog65sqadj2s90&v12044gd0000cn79oqnog65sqadj2s90&v12044gd0000cn79oqnog65sqadj2s90&v12044gd0000cn79oqnog65sqadj2s90,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/ogSCE4aVEipcntOUh6Ztv8PczcEQBi0IxsgBA/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3302&bt=1651&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=ZGQ6aGg1Nmk6Z2RmOWY1OUBpM3ZtZHY5cnQ8cTMzZzczNEBhL2M1LzYzXzUxMGBhNjUtYSM2L2FuMmRrbDRgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751719&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=3117f688dfa251f95e8a88ad4a20deda&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
15,v12044gd0000cmnkle7og65tq4dm1ei0,6,1204203&1134448&805662&666889&619982&489517,v12044gd0000cmnkle7og65tq4dm1ei0&v12044gd0000cmnkle7og65tq4dm1ei0&v12044gd0000cmnkle7og65tq4dm1ei0&v12044gd0000cmnkle7og65tq4dm1ei0&v12044gd0000cmnkle7og65tq4dm1ei0&v12044gd0000cmnkle7og65tq4dm1ei0,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c001-tx/o8kcIISRLEk0o6DBDegFdr3uQfSbl4EBjbq7vA/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2350&bt=1175&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=OTY2NjY6OGQzOzg3ODMzaEBpM2hwN3c5cmhucDMzZzczNEBjMWA0MjE2NTYxYC1jLS01YSNmLmFuMmQ0aWtgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751712&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=7adcce39e6987f617ddd8aff6ed43d6f&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
16,v15044gf0000cnfscifog65h4q1ermbg,60,1040809&684180&589973&582154&444798,v15044gf0000cnfscifog65h4q1ermbg&v15044gf0000cnfscifog65h4q1ermbg&v15044gf0000cnfscifog65h4q1ermbg&v15044gf0000cnfscifog65h4q1ermbg&v15044gf0000cnfscifog65h4q1ermbg,https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-ve-0068c001-tx2/oclWQfsEADE4bAEPuxkBfFxiZEVlJIQTR83Xcg/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2032&bt=1016&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=aTM1MzNkZTpoN2VmaGZnM0BpanBodGs5cmx2cTMzaTczNEAwM2MwMDQxX18xYDAuMl5eYSNfby4xMmRjYGNgLS1kMTJzcw%3D%3D&btag=e00090000&expire=1711751766&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=f3826448b0689412157c905761548d3c&tk=tt_chain_token,normal_540_0&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&14&24&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
17,v12044gd0000cmr0b1fog65mfn0dq1ng,60,762522&654015&486309&444739&400954&339498,v12044gd0000cmr0b1fog65mfn0dq1ng&v12044gd0000cmr0b1fog65mfn0dq1ng&v12044gd0000cmr0b1fog65mfn0dq1ng&v12044gd0000cmr0b1fog65mfn0dq1ng&v12044gd0000cmr0b1fog65mfn0dq1ng&v12044gd0000cmr0b1fog65mfn0dq1ng,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c003-tx/oE2vsFBRSDlCtDEWBgFcAjndIfBFfPDEv6EdgQ/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1488&bt=744&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=NmU7Njo2aDM2NjY4N2czaEBpajRncXA5cjQzcDMzZzczNEBjNTIyYjAvXzAxMjIvNTU2YSNrbi1jMmRjX29gLS1kMS9zcw%3D%3D&btag=e00090000&expire=1711751766&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=f46cf01e26adc7e9ebc1b51b0fb62b4a&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
18,v12044gd0000cmbnlkfog65p2amuo7jg,36,1231239&1114792&627162&540315&515336&374513,v12044gd0000cmbnlkfog65p2amuo7jg&v12044gd0000cmbnlkfog65p2amuo7jg&v12044gd0000cmbnlkfog65p2amuo7jg&v12044gd0000cmbnlkfog65p2amuo7jg&v12044gd0000cmbnlkfog65p2amuo7jg&v12044gd0000cmbnlkfog65p2amuo7jg,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c004-tx/ooRqEJClgryRAQvxlKIkVHFkEYDuS3feBPgODq/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2404&bt=1202&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=OGVnZ2c6ZGRlMzhoPDdnM0Bpajp4ZHM5cm5xcDMzZzczNEAvLzUxNC40X14xMWE0XzMxYSNnbGovMmRjaV9gLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751742&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=0715da1815546aa2b1f1a24c508cdbcf&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
19,v12044gd0000cmlvtbnog65sqa81scqg,14,1603640&1570721&833871&740760&639780&603936,v12044gd0000cmlvtbnog65sqa81scqg&v12044gd0000cmlvtbnog65sqa81scqg&v12044gd0000cmlvtbnog65sqa81scqg&v12044gd0000cmlvtbnog65sqa81scqg&v12044gd0000cmlvtbnog65sqa81scqg&v12044gd0000cmlvtbnog65sqa81scqg,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/oAIDLVg5GAufICqp4W6Hq8cAEVktXZFQSAfFjf/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3132&bt=1566&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=Z2UzODkzNDNmZjpnNTM7OEBpamY0ZHY5cmV5cDMzZzczNEAvNl5hLWFfXmMxNS8tL14tYSNucDVuMmRrcWlgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751720&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=98962c5739f3d4d5df37380339fd3c3b&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&lower_540_0&adapt_lower_720_1&adapt_540_1&lowest_540_0,20&2&24&14&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
20,v12044gd0000cna0l3nog65pk18nvoig,58,660535&496501&371753&351429&280453&278608,v12044gd0000cna0l3nog65pk18nvoig&v12044gd0000cna0l3nog65pk18nvoig&v12044gd0000cna0l3nog65pk18nvoig&v12044gd0000cna0l3nog65pk18nvoig&v12044gd0000cna0l3nog65pk18nvoig&v12044gd0000cna0l3nog65pk18nvoig,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/oEEaQf4KDDDlFmLEOUECAxI11BSEQlfgz9RrqA/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1290&bt=645&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=ZjdoaDloO2Y6Zmg4OTo4OkBpanJxNHM5cjYzcTMzZzczNEAzXmAzNS81Ni8xYmBgNi9fYSNmczVoMmRraV5gLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751764&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=338c4383010dc88b2e2cba94e28bd803&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&lower_540_0&adapt_lower_720_1&adapt_540_1&lowest_540_0,20&2&24&14&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
21,v12044gd0000cmcnrnvog65sq7a9d16g,37,1164916&1095017&668021&624711&529095&461323,v12044gd0000cmcnrnvog65sq7a9d16g&v12044gd0000cmcnrnvog65sq7a9d16g&v12044gd0000cmcnrnvog65sq7a9d16g&v12044gd0000cmcnrnvog65sq7a9d16g&v12044gd0000cmcnrnvog65sq7a9d16g&v12044gd0000cmcnrnvog65sq7a9d16g,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c004-tx/oEdyGezfiIFQRffERAsALK1lg7MfAsa05cHUJ1/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2274&bt=1137&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=OWk4NGQ4NjplMzc2Zjo1OEBpajQ8OnY5cnFxcDMzZzczNEA2Nl9jYGFiXmAxNDNjLS1fYSMzYV5uMmRzb2BgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751743&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=fac568f47ee4e5f4f3ed424d48d02f6c&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
22,v12044gd0000cm7entvog65sqjtlbb00,19,2996971&2160126&1257015&1198177&1047832&883369,v12044gd0000cm7entvog65sqjtlbb00&v12044gd0000cm7entvog65sqjtlbb00&v12044gd0000cm7entvog65sqjtlbb00&v12044gd0000cm7entvog65sqjtlbb00&v12044gd0000cm7entvog65sqjtlbb00&v12044gd0000cm7entvog65sqjtlbb00,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c003-tx/oYr87yASfAAPQPB7CZhOX1EwtiIy3xzFVpiIBA/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=4218&bt=2109&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=Njo0ODdnNjRkNjU7PDhpNEBpM2VvbXY5cndocDMzZzczNEBiMWIyNjMzNmIxMi00Ni5eYSMtX3FuMmRzazRgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751725&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=4545d1f6a03ad2c4ea787ef44e734247&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,2&20&14&24&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
23,v12044gd0000cmk3lrnog65r6g8gu9jg,76,2122339&1581653&1188744&1113748&724517&489172,v12044gd0000cmk3lrnog65r6g8gu9jg&v12044gd0000cmk3lrnog65r6g8gu9jg&v12044gd0000cmk3lrnog65r6g8gu9jg&v12044gd0000cmk3lrnog65r6g8gu9jg&v12044gd0000cmk3lrnog65r6g8gu9jg&v12044gd0000cmk3lrnog65r6g8gu9jg,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/osZh4BXQHdAMUylLAoBijeIXB81fQeIkHM5CA5/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3088&bt=1544&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=NDw0ZzQ3ZTo0ODNlNDc4OkBpajxqanU5cnU2cDMzZzczNEBeNDEyMC0zNTYxMV8vNTYxYSNncjUzMmRraWhgLS1kMS9zcw%3D%3D&btag=e00090000&expire=1711751782&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=9292e39d84074425a94a5f16a852d075&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
24,v12044gd0000cmq1v6fog65mgedmchsg,7,1061888&944022&622212&572108&447301&314994,v12044gd0000cmq1v6fog65mgedmchsg&v12044gd0000cmq1v6fog65mgedmchsg&v12044gd0000cmq1v6fog65mgedmchsg&v12044gd0000cmq1v6fog65mgedmchsg&v12044gd0000cmq1v6fog65mgedmchsg&v12044gd0000cmq1v6fog65mgedmchsg,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/ocI2RigEiEWIgitmB0ff5rMARz50lBStDNEGBU/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1842&bt=921&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=OTk1ZGY1aTo7aDQ4ODloZkBpamtwaHA5cjk0cDMzZzczNEAzXjFjLS0tNTIxXjEvXzEtYSNwYGFkMmRjc25gLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751713&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=bf890f184c3050e43a4f9975abd374f3&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
25,v12044gd0000cno806vog65thjs19hqg,7,1808183&1093567&942721&892793&671928,v12044gd0000cno806vog65thjs19hqg&v12044gd0000cno806vog65thjs19hqg&v12044gd0000cno806vog65thjs19hqg&v12044gd0000cno806vog65thjs19hqg&v12044gd0000cno806vog65thjs19hqg,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/o8chUBARQ3MA4kLXQHCefLAAsGZHjIAUgrfH8T/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3530&bt=1765&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=NmY6ZWQzOmY8PDlpPDQ8O0Bpams0bXc5cjk7cTMzZzczNEAtNC9iYDBgNl8xNjBfYy5fYSNuNnBlMmRzLWxgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751713&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=777f2535186cebeb67d10049b3e6d182&tk=tt_chain_token,normal_540_0&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&14&24&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
26,v12044gd0000cmpip8vog65sqaaa6jp0,7,949818&876598&570040&544358&459076&445938,v12044gd0000cmpip8vog65sqaaa6jp0&v12044gd0000cmpip8vog65sqaaa6jp0&v12044gd0000cmpip8vog65sqaaa6jp0&v12044gd0000cmpip8vog65sqaaa6jp0&v12044gd0000cmpip8vog65sqaaa6jp0&v12044gd0000cmpip8vog65sqaaa6jp0,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/oAl8SCzpjBnQyAFR5DGISMqZ9sElgnfeSyLDEk/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1854&bt=927&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=ZWk7M2dkN2RmNDk4M2g4OkBpM21kZHY5cjtscDMzZzczNEAzYzUwYGI0NjAxXjVjLWJgYSNtM15uMmRzbW1gLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751713&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=b358d4690f7acf183d5e086913f05ccf&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&lower_540_0&adapt_lower_720_1&adapt_540_1&lowest_540_0,20&2&24&14&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
27,v12044gd0000cno9t27og65tog126t10,36,1341049&1236090&859169&656010&576658&396653,v12044gd0000cno9t27og65tog126t10&v12044gd0000cno9t27og65tog126t10&v12044gd0000cno9t27og65tog126t10&v12044gd0000cno9t27og65tog126t10&v12044gd0000cno9t27og65tog126t10&v12044gd0000cno9t27og65tog126t10,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c004-tx/oUWIen4QYEeeiEcoA3vBI7GjQF4dXVOBgfACRw/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2414&bt=1207&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=aDU7ODQ1ZGdnOjk5MzpmZ0BpM3c1anc5cjU8cTMzZzczNEA1LmAtNTFjNWMxYjMuM2NfYSMuMy5sMmQ0cWxgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711751742&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=9045917f65e7228ee02e2cde76aaa1f4&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
28,v15044gf0000cn3dv4nog65sigm2h0og,14,638390&357440&311558&296505&227286,v15044gf0000cn3dv4nog65sigm2h0og&v15044gf0000cn3dv4nog65sigm2h0og&v15044gf0000cn3dv4nog65sigm2h0og&v15044gf0000cn3dv4nog65sigm2h0og&v15044gf0000cn3dv4nog65sigm2h0og,https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-pve-0068-tx2/ok6oIxiuFCqktguGiQBAEf48IlyA3ALCB2iwv8/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1246&bt=623&cs=0&ds=6&ft=4KJMyMzm8Zmo0Y4CF-4jV-cbdpWrKsd.&mime_type=video_mp4&qs=0&rc=aTw8MzQ4ZjdkZ2g5M2k6OEBpajM1anY5cjdncTMzaTczNEAwNTZgXjExXy4xNGFfLjA1YSNsZWpmMmRrczBgLS1kMTJzcw%3D%3D&btag=e00088000&expire=1711751720&l=202403272235057837BFF22699E004A934&ply_type=2&policy=2&signature=55ea2db4d111a569e6f58cc247dbd68a&tk=tt_chain_token,normal_540_0&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&14&24&28&25, 1711578905.444483, 1711578905.44517, 1711578906.854862, 1711578906.945419
