seqnum, uri, duration, bitrate_string, uri_hash_string, download_addr, gear_name_string, quality_type_string, request_time_start, request_time_start, request_time_stop, request_time_stop
0,v12044gd0000cm8isj7og65po3l5f5bg,9,1232974&709353&564105&540844&305439&211316,v12044gd0000cm8isj7og65po3l5f5bg&v12044gd0000cm8isj7og65po3l5f5bg&v12044gd0000cm8isj7og65po3l5f5bg&v12044gd0000cm8isj7og65po3l5f5bg&v12044gd0000cm8isj7og65po3l5f5bg&v12044gd0000cm8isj7og65po3l5f5bg,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c004-tx/osBPZ5pZAuOMTyXwBAIBQgV6XElUiOCM4REEi/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1384&bt=692&cs=0&ds=6&ft=4KJMyMzm8Zmo09rCF-4jVxUZdpWrKsd.&mime_type=video_mp4&qs=0&rc=aTpnOjg1NGlnNzc4aWk5M0Bpajg4NnM5cm1scDMzZzczNEAtYmFiMzVeXzQxMGEtMzIxYSNfY2lsMmQ0cDVgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711749291&l=20240327215441A71B7BAAEDF0E902A44B&ply_type=2&policy=2&signature=632fe12835594ceb413cb20cf72b4330&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711576481.170441, 1711576481.170743, 1711576482.911057, 1711576482.930125
1,v12044gd0000cmqmq4nog65i6j2vk880,13,1642844&937128&934822&814339&515498&382616,v12044gd0000cmqmq4nog65i6j2vk880&v12044gd0000cmqmq4nog65i6j2vk880&v12044gd0000cmqmq4nog65i6j2vk880&v12044gd0000cmqmq4nog65i6j2vk880&v12044gd0000cmqmq4nog65i6j2vk880&v12044gd0000cmqmq4nog65i6j2vk880,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c003-tx/osvBAitEBgA1iKENQIE4SZ4bMyQbIbgU6BXVt/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1830&bt=915&cs=0&ds=6&ft=4KJMyMzm8Zmo09rCF-4jVxUZdpWrKsd.&mime_type=video_mp4&qs=0&rc=PDYzN2k8ZWQ8ZDQ6ZWdnOkBpMzt5bWw5cjdwcDMzZzczNEBgY19jY2NeXmExNDNiLl40YSM1aC8zMmRrbm5gLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711749295&l=20240327215441A71B7BAAEDF0E902A44B&ply_type=2&policy=2&signature=0dbe15915fb1727504609060144121e6&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711576481.170441, 1711576481.170743, 1711576482.911057, 1711576482.930125
2,v12044gd0000cmv6flfog65lg08lmg9g,6,1427051&945527&756803&575469&457856&321370,v12044gd0000cmv6flfog65lg08lmg9g&v12044gd0000cmv6flfog65lg08lmg9g&v12044gd0000cmv6flfog65lg08lmg9g&v12044gd0000cmv6flfog65lg08lmg9g&v12044gd0000cmv6flfog65lg08lmg9g&v12044gd0000cmv6flfog65lg08lmg9g,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/o0eCAfDYkIWpFt2fnIfFGAVIGrgxaMRKAEOmgQ/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1846&bt=923&cs=0&ds=6&ft=4KJMyMzm8Zmo09rCF-4jVxUZdpWrKsd.&mime_type=video_mp4&qs=0&rc=O2gzOjs2NGRmZjQ3MzU4NkBpampvM285cm85cDMzZzczNEAyLzQuNDNhXjUxNDUtM14wYSM2ajVkMmRjY3NgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711749288&l=20240327215441A71B7BAAEDF0E902A44B&ply_type=2&policy=2&signature=ccb99d1ab1af5843c75bfc55c5bd1870&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711576481.170441, 1711576481.170743, 1711576482.911057, 1711576482.930125
3,v15044gf0000cmq6ilnog65v749ng68g,60,986157&954994&665947&550574&538152&404008,v15044gf0000cmq6ilnog65v749ng68g&v15044gf0000cmq6ilnog65v749ng68g&v15044gf0000cmq6ilnog65v749ng68g&v15044gf0000cmq6ilnog65v749ng68g&v15044gf0000cmq6ilnog65v749ng68g&v15044gf0000cmq6ilnog65v749ng68g,https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-pve-0068-tx2/oMZWlfQRIEGNKuGEGalE0DbBtEiRV44fAAOFOR/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1864&bt=932&cs=0&ds=6&ft=4KJMyMzm8Zmo09rCF-4jVxUZdpWrKsd.&mime_type=video_mp4&qs=0&rc=M2c1NWY7NjxnaDQ2ZWRnN0BpajlxN3k5cm85cDMzaTczNEAtXjUtYC5eX18xNjIuXl9gYSM1ZDY0MmRrZm5gLS1kMTJzcw%3D%3D&btag=e00090000&expire=1711749342&l=20240327215441A71B7BAAEDF0E902A44B&ply_type=2&policy=2&signature=1fa5acff8c626e9b271ab9543530256b&tk=tt_chain_token,adapt_lowest_1080_1&normal_540_0&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,2&20&14&28&24&25, 1711576481.170441, 1711576481.170743, 1711576482.911057, 1711576482.930125
4,v12044gd0000cme64tvog65us8v49630,36,1565071&1465277&803430&747784&634749&580349,v12044gd0000cme64tvog65us8v49630&v12044gd0000cme64tvog65us8v49630&v12044gd0000cme64tvog65us8v49630&v12044gd0000cme64tvog65us8v49630&v12044gd0000cme64tvog65us8v49630&v12044gd0000cme64tvog65us8v49630,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/oQGBGE3f2cRlFDAeIJvGRYmDgEIESwQj45nYEz/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3056&bt=1528&cs=0&ds=6&ft=4KJMyMzm8Zmo09rCF-4jVxUZdpWrKsd.&mime_type=video_mp4&qs=0&rc=aGllZGk2MzZkOzs4OTppOkBpMzk3O3g5cnc5cDMzZzczNEAxMWEvLTY1NTYxXzYzLmMuYSMwNnNwMmRzMWJgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711749318&l=20240327215441A71B7BAAEDF0E902A44B&ply_type=2&policy=2&signature=afbe41718138ea78cd8f0b494128f0ab&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&lower_540_0&adapt_lower_720_1&adapt_540_1&lowest_540_0,20&2&24&14&28&25, 1711576481.170441, 1711576481.170743, 1711576482.911057, 1711576482.930125
5,v15025gf0000cnf1nm7og65obcq913g0,32,2529152&1272825&880502,v15025gf0000cnf1nm7og65obcq913g0&v15025gf0000cnf1nm7og65obcq913g0&v15025gf0000cnf1nm7og65obcq913g0,https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-ve-0068c001-tx2/o0CklYQAV2AFAEhNGAVHw3fmzvDTEBTIhgflt8/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&br=4938&bt=2469&cs=0&ds=6&ft=4KJMyMzm8Zmo09rCF-4jVxUZdpWrKsd.&mime_type=video_mp4&qs=0&rc=O2hmODZnPDU2OmhoNDo8ZEBpMzY8ZnI5cnA0cTMzaTgzNEBjMDAzNDReXzMxMV8tY2AvYSNkLm5fMmQ0a2NgLS1kLzJzcw%3D%3D&btag=e00088000&expire=1711749314&l=20240327215441A71B7BAAEDF0E902A44B&ply_type=2&policy=2&signature=8759c4c3df9cfecec5562eb706e87ed3&tk=tt_chain_token,normal_540_0&lower_540_0&lowest_540_0,20&24&25, 1711576481.170441, 1711576481.170743, 1711576482.911057, 1711576482.930125
6,v12044gd0000cnnq0a7og65l23o56fj0,31,1348690&1084206&776739&696309&595071&591666,v12044gd0000cnnq0a7og65l23o56fj0&v12044gd0000cnnq0a7og65l23o56fj0&v12044gd0000cnnq0a7og65l23o56fj0&v12044gd0000cnnq0a7og65l23o56fj0&v12044gd0000cnnq0a7og65l23o56fj0&v12044gd0000cnnq0a7og65l23o56fj0,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c003-tx/oEh4AfCLHAIi1ejxoQgz8A8AfRRM3WoB0kZQKI/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2634&bt=1317&cs=0&ds=6&ft=4KJMyMzm8Zmo09rCF-4jVxUZdpWrKsd.&mime_type=video_mp4&qs=0&rc=NTk0Ozc4NDY2Mzc3NWk4NkBpM2k4Nm85cmR0cTMzZzczNEBjLzU2XzFeNWMxNDUwLTIwYSNnM2wvMmQ0LWtgLS1kMS9zcw%3D%3D&btag=e00088000&expire=1711749313&l=20240327215441A71B7BAAEDF0E902A44B&ply_type=2&policy=2&signature=2ab7379b691732c737042115101c9a7f&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&lower_540_0&adapt_lower_720_1&adapt_540_1&lowest_540_0,20&2&24&14&28&25, 1711576481.170441, 1711576481.170743, 1711576482.911057, 1711576482.930125
7,v15044gf0000cmmnf67og65qrevsupog,70,3231171&2963242&2089347&1631830&1386894&859613,v15044gf0000cmmnf67og65qrevsupog&v15044gf0000cmmnf67og65qrevsupog&v15044gf0000cmmnf67og65qrevsupog&v15044gf0000cmmnf67og65qrevsupog&v15044gf0000cmmnf67og65qrevsupog&v15044gf0000cmmnf67og65qrevsupog,https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-pve-0068-tx2/o0yx8rgiQIz8Fv2IueLIaGHCWIFvqeheAAbLFj/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=6310&bt=3155&cs=0&ds=6&ft=4KJMyMzm8Zmo09rCF-4jVxUZdpWrKsd.&mime_type=video_mp4&qs=0&rc=NWlkOTk7N2U6aWY6ZjQ6O0BpanN2aHQ5cjlxcDMzaTczNEA2MWMvMzJfXjUxNS1gLTY1YSNscnNvMmQ0Y2pgLS1kMTJzcw%3D%3D&btag=e00090000&expire=1711749352&l=20240327215441A71B7BAAEDF0E902A44B&ply_type=2&policy=2&signature=d234cc48654d17121a443487d22141b2&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,20&2&14&28&24&25, 1711576481.170441, 1711576481.170743, 1711576482.911057, 1711576482.930125
8,v12044gd0000cn79b9nog65mge812va0,65,536829&496875&396720&319960&296053&225030,v12044gd0000cn79b9nog65mge812va0&v12044gd0000cn79b9nog65mge812va0&v12044gd0000cn79b9nog65mge812va0&v12044gd0000cn79b9nog65mge812va0&v12044gd0000cn79b9nog65mge812va0&v12044gd0000cn79b9nog65mge812va0,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/ooAgdLFNtnDGGLeIjekCSBIaAkIkHuVIeLxBQo/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=1048&bt=524&cs=0&ds=6&ft=4KJMyMzm8Zmo09rCF-4jVxUZdpWrKsd.&mime_type=video_mp4&qs=0&rc=aGc6ZTkzNWhoZGg7MzZpNkBpM3k0aHA5cjw8cTMzZzczNEA0YTAxLjMuNmIxYWFfLWAzYSNeLzVkMmRrXzRgLS1kMS9zcw%3D%3D&btag=e00090000&expire=1711749347&l=20240327215441A71B7BAAEDF0E902A44B&ply_type=2&policy=2&signature=9abbbd16895ce0a160a8bfd4ea23a21c&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&adapt_540_1&lower_540_0&lowest_540_0,20&2&14&28&24&25, 1711576481.170441, 1711576481.170743, 1711576482.911057, 1711576482.930125
9,v12025gd0000cncmjmfog65pk1eokhng,276,1173023&1096687&766747&636818&609061&472271,v12025gd0000cncmjmfog65pk1eokhng&v12025gd0000cncmjmfog65pk1eokhng&v12025gd0000cncmjmfog65pk1eokhng&v12025gd0000cncmjmfog65pk1eokhng&v12025gd0000cncmjmfog65pk1eokhng&v12025gd0000cncmjmfog65pk1eokhng,https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-pve-0068-tx/ogLOeN3LsA2pHGzhImXtmr1CktyeIlYQEgeAQG/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=2290&bt=1145&cs=0&ds=6&ft=4KJMyMzm8Zmo0SrCF-4jVG5ZdpWrKsd.&mime_type=video_mp4&qs=0&rc=NzkzZTQ7ODRkOTU8OjdlZUBpamtyNHM5cnBwcTMzZzgzNEAtYDJgYzUvNmExMV5gNV8xYSNraGJoMmRjZ2BgLS1kLy9zcw%3D%3D&btag=e00098000&expire=1711749560&l=2024032721544338EB3B33E4FC4D02B297&ply_type=2&policy=2&signature=12e8364f415b2d8dcb28998d79b15a9b&tk=tt_chain_token,normal_540_0&adapt_lowest_1080_1&adapt_lower_720_1&lower_540_0&adapt_540_1&lowest_540_0,20&2&14&24&28&25, 1711576483.6828759, 1711576483.683617, 1711576484.624028, 1711576484.658603
